"author fan count","original message","original message sentiment","original message received timestamp","response timestamp","response time (minutes)"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:55","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:49","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:49","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:56","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:56","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:50","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:57","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:51","0"
"","smoke","neutral","2022-09-01 16:00:00","2022-09-01 16:00:58","0"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:28:15","27"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:28:16","27"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","today","neutral","2022-09-01 16:00:43","2022-09-01 16:25:46","25"
"","Nice Pic Plams","positive","2022-09-01 16:14:10","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:11","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:11","",""
"","Nice Pic Plams","positive","2022-09-01 16:14:12","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:13","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:13","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:14","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:15","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:15","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:15","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:16","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:17","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:17","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:18","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:19","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:19","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:20","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:21","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:21","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:22","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:23","2022-09-01 16:25:46","11"
"","Nice Pic Plams","positive","2022-09-01 16:14:26","2022-09-01 16:25:46","11"
"","NIce","positive","2022-09-01 16:28:13","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:13","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:13","",""
"","NIce","positive","2022-09-01 16:28:14","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:14","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:14","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:14","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:14","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:15","2022-09-19 10:18:50","25550"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:01","900"
"","NIce","positive","2022-09-01 16:28:15","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:15","2022-09-19 10:18:50","25550"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:02","900"
"","NIce","positive","2022-09-01 16:28:15","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:15","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:16","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:16","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:16","2022-09-19 10:18:50","25550"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:04","900"
"","NIce","positive","2022-09-01 16:28:16","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:16","2022-09-19 10:18:50","25550"
"","NIce","positive","2022-09-01 16:28:16","2022-09-19 10:18:50","25550"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:04","900"
"","NIce","positive","2022-09-01 16:28:17","2022-09-19 10:18:50","25550"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:08","900"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:08","900"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:10","900"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:15","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:15","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:16","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:22","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:22","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:23","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:28","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:28","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:29","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:30","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:34","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:34","901"
"","today","neutral","2022-09-01 16:28:13","2022-09-02 07:29:40","901"
"","hi","neutral","2022-09-01 17:05:03","2022-09-02 08:50:44","945"
"","hi","neutral","2022-09-01 17:05:04","2022-09-02 08:50:44","945"
"","hi","neutral","2022-09-01 17:05:05","2022-09-02 08:50:44","945"
"","hi","neutral","2022-09-01 17:05:06","2022-09-02 08:50:45","945"
"","hi","neutral","2022-09-01 17:05:07","2022-09-02 08:50:45","945"
"","hi","neutral","2022-09-01 17:05:08","2022-09-02 08:50:46","945"
"","hi","neutral","2022-09-01 17:05:09","2022-09-02 08:50:46","945"
"","hi","neutral","2022-09-01 17:05:10","2022-09-02 08:50:47","945"
"","hi","neutral","2022-09-01 17:05:11","2022-09-02 08:50:47","945"
"","hi","neutral","2022-09-01 17:05:12","2022-09-02 08:50:48","945"
"","hi","neutral","2022-09-01 17:05:13","2022-09-02 08:50:48","945"
"","hi","neutral","2022-09-01 17:05:13","2022-09-02 08:50:49","945"
"","hi","neutral","2022-09-01 17:05:14","2022-09-02 08:50:49","945"
"","hi","neutral","2022-09-01 17:05:15","2022-09-02 08:50:49","945"
"","hi","neutral","2022-09-01 17:05:16","2022-09-02 08:50:50","945"
"","hi","neutral","2022-09-01 17:05:17","2022-09-02 08:50:50","945"
"","hi","neutral","2022-09-01 17:05:19","2022-09-02 08:50:51","945"
"","hi","neutral","2022-09-01 17:05:20","2022-09-02 08:50:51","945"
"","hi","neutral","2022-09-01 17:05:24","2022-09-02 08:50:52","945"
"","Nice Post","positive","2022-09-02 06:41:26","",""
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:11","",""
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:11","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:11","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:11","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:12","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:12","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:12","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:12","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:16","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:17","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:17","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:17","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:17","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:17","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:18","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:18","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:18","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:22","2022-09-19 10:18:50","24651"
"0","@santoshcpcs Great Post","positive","2022-09-02 07:27:23","2022-09-19 10:18:50","24651"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:15","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:16","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:21","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:22","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:23","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:24","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:28","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:28","0"
"","Hvae some quires","positive","2022-09-02 07:28:58","2022-09-02 07:29:17","0"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:39:43","10"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:39:41","10"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:20","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:19","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:40:17","11"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:23","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:40:09","10"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:27","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:40:33","11"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:30","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:03","11"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:30","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:13","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:33","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:15","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:33","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:34","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:36","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:41:37","12"
"","Have some Quieres","positive","2022-09-02 07:29:13","2022-09-02 07:42:02","12"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:02","",""
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:03","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:03","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:04","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:04","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:05","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:05","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:09","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:10","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:10","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:11","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:11","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:12","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:12","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:16","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:17","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:17","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:18","2022-09-19 10:18:50","24645"
"0","@santoshcpcs Awesome Post","positive","2022-09-02 07:33:19","2022-09-19 10:18:50","24645"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:35","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:36","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:36","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:37","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:40:47","1"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:38","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:41:08","1"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:39","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:39","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:40","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:41","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:41:23","2"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:41","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:42","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:43","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:44","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:44","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:45","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:46","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:47","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:47","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:48","8"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:42:05","2"
"","2 sep","neutral","2022-09-02 07:39:10","2022-09-02 07:47:51","8"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-05 08:09:35","4342"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","",""
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 16:07:59","24980"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","testing","neutral","2022-09-02 07:47:33","2022-09-19 10:18:50","24631"
"","hello","neutral","2022-09-02 08:50:43","2022-09-07 08:47:58","7197"
"","hello","neutral","2022-09-02 08:50:44","2022-09-07 08:47:59","7197"
"","hello","neutral","2022-09-02 08:50:44","2022-09-07 08:47:59","7197"
"","hello","neutral","2022-09-02 08:50:44","2022-09-07 08:47:59","7197"
"","hello","neutral","2022-09-02 08:50:45","2022-09-07 08:48:00","7197"
"","hello","neutral","2022-09-02 08:50:45","2022-09-07 08:48:00","7197"
"","hello","neutral","2022-09-02 08:50:46","2022-09-07 08:48:00","7197"
"","hello","neutral","2022-09-02 08:50:46","2022-09-07 08:48:01","7197"
"","hello","neutral","2022-09-02 08:50:47","2022-09-07 08:48:01","7197"
"","hello","neutral","2022-09-02 08:50:47","2022-09-07 08:48:01","7197"
"","hello","neutral","2022-09-02 08:50:48","2022-09-07 08:48:01","7197"
"","hello","neutral","2022-09-02 08:50:48","2022-09-07 08:48:02","7197"
"","hello","neutral","2022-09-02 08:50:49","2022-09-07 08:48:02","7197"
"","hello","neutral","2022-09-02 08:50:49","2022-09-07 08:48:02","7197"
"","hello","neutral","2022-09-02 08:50:50","2022-09-07 08:48:03","7197"
"","hello","neutral","2022-09-02 08:50:50","2022-09-07 08:48:03","7197"
"","hello","neutral","2022-09-02 08:50:50","2022-09-07 08:48:03","7197"
"","hello","neutral","2022-09-02 08:50:51","2022-09-07 08:48:03","7197"
"","hello","neutral","2022-09-02 08:50:52","2022-09-07 08:48:04","7197"
"","smoke","neutral","2022-09-01 15:58:30","2022-09-05 08:09:36","5291"
"","hi","neutral","2022-09-01 10:04:20","2022-09-05 08:09:38","5645"
"","hey","neutral","2022-08-04 17:02:55","2022-09-05 08:09:39","45546"
"","Working hours","positive","2022-07-12 11:24:50","2022-09-05 08:09:40","79004"
"","Working hours","positive","2022-06-23 15:47:21","2022-09-05 08:09:40","106102"
"","coffeee","neutral","2022-06-02 16:02:14","2022-09-05 08:09:41","136327"
"","time","neutral","2022-05-31 12:05:48","2022-09-05 08:09:42","139443"
"","Coffee","neutral","2022-05-09 16:03:49","2022-09-05 08:09:43","170885"
"","Hello","neutral","2022-04-25 17:50:01","2022-09-05 08:09:44","190939"
"","Cafe","neutral","2022-04-11 16:28:18","2022-09-05 08:09:45","211181"
"","Topic-28thFeb","neutral","2022-03-31 17:14:56","2022-09-05 08:09:46","226974"
"","what is time ?","neutral","2022-03-24 07:02:07","2022-09-05 08:09:47","237667"
"","Hello","neutral","2022-03-21 16:20:52","2022-09-05 08:09:48","241428"
"","hello","neutral","2022-03-07 17:06:49","2022-09-05 08:09:49","261543"
"","Working hours","positive","2022-02-28 17:15:49","2022-09-05 08:09:50","271614"
"","time","neutral","2022-02-04 12:04:19","2022-09-05 08:09:51","306485"
"","hi","neutral","2021-10-28 09:48:27","2022-09-07 09:58:57","452170"
"","smoke","neutral","2022-08-25 18:52:12","2022-09-05 08:09:53","15197"
"","testing","neutral","2022-08-18 17:32:58","2022-09-05 08:09:54","25356"
"","11","neutral","2022-08-11 15:44:45","2022-09-05 08:09:55","35545"
"","Hi","neutral","2022-08-11 08:23:06","2022-09-07 09:59:19","38976"
"","Thanks Justin","neutral","2022-09-02 11:26:57","",""
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:43","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:46","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:47","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:47","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:49","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:52","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:57","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:57","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:58","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:06:58","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:07:01","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:07:02","27"
"","Hi Hazel Mobino","positive","2022-09-07 07:39:27","2022-09-07 08:07:04","27"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-07 08:07:37","1"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-10 12:21:52","4575"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-10 12:22:24","4575"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:18","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:18","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-07 08:06:57","0"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-07 08:06:57","0"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:19","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:20","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:21","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:21","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:22","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:23","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:09:24","1382"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 07:11:31","1384"
"","Hi Have a Good day","positive","2022-09-07 08:47:58","2022-09-08 08:48:47","1440"
"","Hi Have a Good day","positive","2022-09-07 08:47:59","2022-09-08 08:48:48","1440"
"","Hi Have a Good day","positive","2022-09-07 08:47:59","2022-09-08 08:48:48","1440"
"","Hi Have a Good day","positive","2022-09-07 08:47:59","2022-09-08 08:48:48","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:00","2022-09-08 08:48:49","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:00","2022-09-08 08:48:49","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:00","2022-09-08 08:48:49","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:00","2022-09-08 08:48:50","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:01","2022-09-08 08:48:50","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:01","2022-09-08 08:48:50","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:01","2022-09-08 08:48:51","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:01","2022-09-08 08:48:51","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:02","2022-09-08 08:48:52","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:02","2022-09-08 08:48:52","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:02","2022-09-08 08:48:52","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:03","2022-09-08 08:48:52","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:03","2022-09-08 08:48:53","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:03","2022-09-08 08:48:53","1440"
"","Hi Have a Good day","positive","2022-09-07 08:48:04","2022-09-08 08:48:54","1440"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-08 15:26:33","1879"
"","smoke","neutral","2022-09-01 15:58:30","2022-09-07 09:58:59","8280"
"","hi","neutral","2022-09-01 10:04:20","2022-09-07 09:59:00","8634"
"","hey","neutral","2022-08-04 17:02:55","2022-09-07 09:59:01","48536"
"","Working hours","positive","2022-07-12 11:24:50","2022-09-07 09:59:02","81994"
"","Working hours","positive","2022-06-23 15:47:21","2022-09-07 09:59:04","109091"
"","coffeee","neutral","2022-06-02 16:02:14","2022-09-07 09:59:05","139316"
"","time","neutral","2022-05-31 12:05:48","2022-09-07 09:59:06","142433"
"","Coffee","neutral","2022-05-09 16:03:49","2022-09-07 09:59:07","173875"
"","Hello","neutral","2022-04-25 17:50:01","2022-09-07 09:59:08","193929"
"","Cafe","neutral","2022-04-11 16:28:18","2022-09-07 09:59:10","214170"
"","Topic-28thFeb","neutral","2022-03-31 17:14:56","2022-09-07 09:59:11","229964"
"","what is time ?","neutral","2022-03-24 07:02:07","2022-09-07 09:59:12","240657"
"","Hello","neutral","2022-03-21 16:20:52","2022-09-07 09:59:14","244418"
"","hello","neutral","2022-03-07 17:06:49","2022-09-07 09:59:15","264532"
"","Working hours","positive","2022-02-28 17:15:49","2022-09-07 09:59:17","274603"
"","time","neutral","2022-02-04 12:04:19","2022-09-07 09:59:18","309474"
"","hi","neutral","2021-10-28 09:48:27","2022-09-08 15:26:36","453938"
"","smoke","neutral","2022-08-25 18:52:12","2022-09-07 09:59:21","18187"
"","testing","neutral","2022-08-18 17:32:58","2022-09-07 09:59:22","28346"
"","11","neutral","2022-08-11 15:44:45","2022-09-07 09:59:23","38534"
"","Hi","neutral","2022-08-11 08:23:06","2022-09-08 15:28:29","40745"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-10 11:12:03","4505"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-10 11:11:52","4505"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-07 10:13:16","126"
"","how are you","neutral","2022-09-07 08:06:34","2022-09-10 11:41:23","4534"
